SI.NO.,Prediction ,Scored.Probability ,Class
1193,1,0.16712068,1
1194,1,0.0940222,1
1195,0,0.662018657,1
1196,0,0.801278412,1
1197,1,0.272319645,1
1198,1,0.403250575,1
1199,1,0.017124623,1
1200,1,0.000362778,1
1201,0,0.637865424,1
1202,1,0.152699322,1
1203,0,0.696058035,1
1204,1,0.495642781,1
1205,0,0.699674189,1
1206,0,0.676702142,1
1207,0,0.609918118,1
1208,0,0.566960514,1
1209,0,0.832006633,1
1210,0,0.8960042,1
1211,1,0.203496605,1
1212,1,0,1
1213,1,0.007309034,1
1214,1,0.001834665,1
1215,1,0.348611355,1
1216,1,0.299093604,1
1217,0,0.673453033,1
1218,1,0.191145658,1
1219,0,0.870648861,1
1220,0,0.634686649,1
1221,1,0.486804247,1
1222,1,0.016957847,1
1223,1,0.009132262,1
1224,1,0.184769809,1
1225,0,0.993491948,1
1226,1,0.00942323,1
1227,1,0.002960627,1
1228,0,0.673722506,1
1229,1,0,1
1230,0,1,1
1231,0,0.882041097,1
1232,1,0.460743815,1
1233,0,0.543960512,1
1234,0,0.869903147,1
1235,1,0.30534929,1
1236,1,0,1
1237,1,0.178801253,1
1238,1,0.276243389,1
1239,1,0.060456328,1
1240,0,0.95834887,1
1241,1,0.020156816,1
1242,0,0.962094069,1
1243,0,0.721378148,1
1244,1,0.493466288,1
1245,0,0.940899551,1
1246,1,0.004524287,1
1247,1,0.420626998,1
1248,1,0.235698864,1
1249,0,0.629898429,1
1250,1,0.394497097,1
1251,0,0.944196939,1
1252,0,0.75553447,1
1253,0,0.67848736,1
1254,1,0.324241221,1
1255,1,0.148902297,1
1256,1,0.002883016,1
1257,0,0.778592348,1
1258,1,0.022520114,1
1259,1,0.024458654,1
1260,1,0.185637891,1
1261,1,0.28306514,1
1262,0,0.94920826,1
1263,1,0.003969224,1
1264,1,0.014713287,1
1265,1,0.00073783,1
1266,0,0.835011065,1
1267,0,0.829716265,1
1268,0,0.811050892,1
1269,1,0.000613347,1
1270,1,0.111070089,1
1271,0,0.76500088,1
1272,0,0.860155523,1
1273,1,0.157782093,1
1274,0,0.707440197,1
1275,1,0.03516775,1
1276,1,0.302134871,1
1277,0,0.704033554,1
1278,1,0.008366327,1
1279,0,0.950662315,1
1280,0,0.91661638,1
1281,0,0.666879296,1
1282,1,0.09018936,1
1283,1,0.09559951,1
1284,1,0.138821214,1
1285,1,0.019296821,1
1286,1,0.165941283,1
1287,1,0.00276199,1
1288,1,0.14310956,1
1289,0,0.700265229,1
1290,1,0.090390831,1
1291,1,0.114571139,1
1292,0,0.507354677,1
1293,1,0.081673555,1
1294,0,0.914977133,1
1295,1,0.147771716,1
1296,1,0.013039034,1
1297,1,0.077808127,1
1298,0,0.997002661,1
1299,1,0.009408713,1
1300,1,0.215131015,1
1301,1,0.302904338,1
1302,0,0.650335014,1
1303,0,0.734874845,1
1304,1,0.04700201,1
1305,0,0.992699564,1
1306,1,0.337722957,1
1307,0,0.960769713,1
1308,1,0.005924982,1
1309,1,0.383832991,1
1310,1,0.115391381,1
1311,1,0.421167254,1
1312,1,0.124142475,1
1313,1,0.331756622,1
1314,1,0.002134016,1
1315,0,0.986593723,1
1316,0,0.808425069,1
1317,0,0.999698281,1
1318,0,0.585835755,1
1319,1,0.022732615,1
1320,0,0.541050792,1
1321,0,0.996257663,1
1322,0,0.576332629,1
1323,0,0.998020411,1
1324,1,0.025402553,1
1325,0,0.624607742,1
1326,0,0.906281054,1
1327,0,0.695740581,1
1328,1,0.0637348,1
1329,0,0.969484925,1
1330,0,0.701825678,1
1331,0,0.832645297,1
1332,1,0.394483387,1
1333,0,0.650678694,1
1334,1,0.48255676,1
1335,0,0.998472035,1
1336,0,0.914936483,1
1337,0,0.757394612,1
1338,0,0.968291223,1
1339,0,0.884285212,1
1340,1,0,1
1341,0,0.995994091,1
1342,0,0.573909104,1
1343,0,0.995735884,1
1344,1,0.110463656,1
1345,0,0.998488545,1
1346,0,0.667633474,1
1347,0,0.978747487,1
1348,1,0.122062162,1
1349,0,0.612499833,1
1350,1,0.454222471,1
1351,0,0.849680007,1
1352,1,0.371093899,1
1353,0,0.629214585,1
1354,1,0.206157953,1
1355,0,0.508554578,1
1356,0,0.742246687,1
1357,0,0.809238613,1
1358,1,0.164098471,1
1359,1,0.001936074,1
1360,1,0.127351746,1
1361,1,0.133881196,1
1362,0,0.868981361,1
1363,1,0.27394259,1
1364,1,0.113283813,1
1365,1,0.063614026,1
1366,1,0.000274732,1
1367,1,0.004344122,1
1368,0,0.766433597,1
1369,1,0,1
1370,1,0.307808906,1
1371,0,0.639716029,1
1372,0,0.888925314,1
1373,1,0.007818404,1
1374,1,0.012578622,1
1375,0,0.803670704,1
1376,1,0.020549275,1
1377,0,0.501589298,1
1378,0,0.999913216,1
1379,1,0.426038951,1
1380,1,0.008600972,1
1381,0,0.615568459,1
1382,0,0.736252785,1
1383,1,0.002168803,1
1384,0,0.95145911,1
1385,0,0.506106794,1
1386,0,0.628480196,1
1387,1,0.001259527,1
1388,1,0.023874747,1
1389,1,0.003275057,1
1390,1,0.249848858,1
1391,0,0.95871681,1
1392,0,0.982881904,1
1393,1,0.283993512,1
1394,1,0.458260149,1
1395,1,0.203861654,1
1396,1,0.000411617,1
1397,0,0.979062319,1
1398,1,0.030243106,1
1399,1,0.003948886,1
1400,1,0.042347793,1
1401,1,0.022905374,1
1402,1,0.086961642,1
1403,1,0.128501207,1
1404,0,0.577218413,1
1405,0,0.961352706,1
1406,0,0.705771387,1
1407,1,0.00665033,1
1408,1,0.00165799,1
1409,0,0.560108602,1
1410,0,0.730792999,1
1411,0,0.656410336,1
1412,1,0.359202564,1
1413,1,0.001355916,1
1414,0,0.559173703,1
1415,1,0.033004556,1
1416,1,0.001682107,1
1417,0,0.67630291,1
1418,0,0.929932833,1
1419,0,0.546909451,1
1420,0,0.580773056,1
1421,0,0.969817817,1
1422,1,0.227579296,1
1423,1,0.010270216,1
1424,0,0.644059896,1
1425,1,0.00842562,1
1426,1,0.002175881,1
1427,0,0.536302924,1
1428,1,4.20E-05,1
1429,1,0.016173277,1
1430,0,0.541480839,1
1431,0,0.648272157,1
1432,1,0.127839237,1
1433,0,0.882079124,1
1434,1,0.001947889,1
1435,1,0.000412978,1
1436,1,0.136076555,1
1437,0,0.767590225,1
1438,0,0.680736661,1
1439,1,0,1
1440,1,0,1
1441,0,0.987513959,1
1442,1,0.221694097,1
1443,1,0.420060486,1
1444,1,0,1
1445,1,0.000125989,1
1446,1,0,1
1447,1,0.067678958,1
1448,0,0.870806038,1
1449,1,0.074356772,1
1450,0,0.997024238,1
1451,1,0.006670875,1
1452,1,0.024822248,1
1453,0,0.56567508,1
1454,0,0.942351878,1
1455,0,0.931461692,1
1456,1,0.386411577,1
1457,0,0.761261523,1
1458,0,0.68326658,1
1459,1,0.078183122,1
1460,1,0.005651419,1
1461,0,0.636535168,1
1462,0,0.762716115,1
1463,0,0.882672906,1
1464,0,0.996975303,1
1465,0,0.864990234,1
1466,1,0.009956479,1
1467,0,0.827852249,1
1468,0,0.640779853,1
1469,0,0.860879183,1
1470,1,0.020639608,1
1471,1,0.036707234,1
1472,0,0.725516677,1
1473,0,0.545564711,1
1474,0,0.550882518,1
1475,0,0.578991294,1
1476,1,0.001857397,1
1477,0,0.747974277,1
1478,1,0.017557528,1
1479,1,0.295878023,1
1480,1,0.250053376,1
1481,0,0.894418895,1
1482,0,0.740106881,1
1483,1,0.260294706,1
1484,0,0.635277689,1
1485,1,0.497940332,1
1486,1,0.013393832,1
1487,1,0.00745034,1
1488,0,0.997507691,1
1489,0,0.754508615,1
1490,1,0.297123283,1
1491,1,0.294298947,1
1492,0,0.644126952,1
1493,0,0.718837023,1
1494,0,0.558733344,1
1495,1,0.379925072,1
1496,0,0.902744293,1
1497,0,0.996492922,1
1498,0,0.99700731,1
1499,1,0.261497736,1
1500,0,0.661849022,1
1501,0,0.768045008,1
1502,0,0.628574848,1
1503,0,0.657689333,1
1504,0,0.967898488,1
1505,0,0.92950356,1
1506,1,0.411053598,1
1507,0,0.804536521,1
1508,1,0,1
1509,1,0.139185995,1
1510,0,0.961444139,1
1511,0,0.974438965,1
1512,0,0.969346106,1
1513,0,0.982130826,1
1514,0,0.773932874,1
1515,1,0.059292965,1
1516,1,0.068493426,1
1517,0,0.993144751,1
1518,0,0.555570126,1
1519,0,0.997844696,1
1520,0,0.755243719,1
1521,0,0.848743141,1
1522,0,0.94729811,1
1523,0,0.611210167,1
1524,1,0.497188151,1
1525,1,0,1
1526,0,0.705252886,1
1527,0,0.590367615,1
1528,0,0.740119994,1
1529,0,0.806880236,1
1530,0,0.554343939,1
1531,0,0.988581002,1
1532,0,0.920722306,1
1533,0,0.81141597,1
1534,1,0.18189162,1
1535,1,0.397361428,1
1536,0,0.972034693,1
1537,0,0.533188343,1
1538,1,0.347401738,1
1539,1,0.387871444,1
1540,1,0.479586989,1
1541,0,0.969396174,1
1542,0,0.645068169,1
1543,0,0.70819664,1
1544,1,0.017515201,1
1545,1,0.305342823,1
1546,1,0.072804689,1
1547,1,0.110210523,1
1548,1,0.430344641,1
1549,1,0.101933956,1
1550,1,0.169848889,1
1551,0,0.898766339,1
1552,0,0.920130193,1
1553,0,0.737731397,1
1554,1,0.002434679,1
1555,0,0.56140691,1
1556,1,0.268380761,1
1557,0,0.79640615,1
1558,1,0.194464311,1
1559,1,0.303655982,1
1560,1,0.017315974,1
1561,1,0.179031581,1
1562,1,0.270684242,1
1563,1,0.265281498,1
1564,0,0.681237996,1
1565,1,0.228690669,1
1566,1,0.00248886,1
1567,0,0.947950065,1
1568,1,0,1
1569,1,0.388870895,1
1570,1,0.187256306,1
1571,0,0.553223133,1
1572,1,0.006304415,1
1573,0,0.526327312,1
1574,1,0.119876228,1
1575,0,0.742093921,1
1576,0,0.594771743,1
1577,0,0.992976189,1
1578,0,0.561221361,1
1579,1,0.054108851,1
1580,1,0.086035676,1
1581,1,0.470189691,1
1582,0,0.902632296,1
1583,0,0.535194993,1
1584,1,0.058109041,1
1585,0,0.563090801,1
1586,1,0.011926523,1
1587,0,0.532339931,1
1588,1,0.120087288,1
1589,0,0.613877833,1
1590,1,0.029188856,1
1591,0,0.527400434,1
1592,0,0.943055809,1
1593,0,0.621482611,1
1594,1,0.092865653,1
1595,1,8.45E-05,1
1596,1,0.011694487,1
1597,0,0.990872085,1
1598,0,0.536312878,1
1599,0,0.673333704,1
1600,1,0.492643863,1
1601,0,0.986215055,1
1602,1,0.001877576,1
1603,0,0.95918107,1
1604,1,0.116377853,1
1605,1,0.013772754,1
1606,1,0.024241965,1
1607,0,0.641835093,1
1608,0,0.589073837,1
1609,0,0.99641031,1
1610,1,0.313180506,1
1611,1,0.000214496,1
1612,1,0.001877219,1
1613,1,0.018744377,1
1614,1,0.116460651,1
1615,1,0.162254006,1
1616,0,0.686223686,1
1617,1,0.013001973,1
1618,1,0.000806197,1
1619,0,0.677046716,1
1620,1,0.218584001,1
1621,1,0.000319111,1
1622,1,0.000218405,1
1623,1,0.002469539,1
1624,0,0.843836665,1
1625,0,0.984251142,1
1626,1,0.001329685,1
1627,1,0.003843336,1
1628,0,0.610202372,1
1629,1,0,1
1630,1,0.436301619,1
1631,0,0.683916748,1
1632,0,0.808745444,1
1633,1,0.147540316,1
1634,0,0.801558673,1
1635,1,0.328548789,1
1636,1,0.039004944,1
1637,0,0.926738203,1
1638,1,0.007296618,1
1639,0,0.680486202,1
1640,0,0.682079911,1
1641,0,0.999928951,1
1642,1,0.009759588,1
1643,1,0.052012052,1
1644,1,0.020064579,1
1645,0,0.994161308,1
1646,0,0.753241479,1
1647,0,0.727885127,1
1648,1,0.356115967,1
1649,0,0.990245938,1
1650,0,0.554166496,1
1651,1,0.328462929,1
1652,1,0.430132836,1
1653,1,0.387730628,1
1654,0,0.554428995,1
1655,1,0.17704311,1
1656,1,0.411248058,1
1657,0,0.654657781,1
1658,1,0,1
1659,1,0.155097961,1
1660,0,0.604293346,1
1661,1,0.051492941,1
1662,0,0.738043427,1
1663,0,0.5222857,1
1664,1,0.001305421,1
1665,1,0.000259984,1
1666,1,0.395525813,1
1667,0,0.959175348,1
1668,0,0.852006853,1
1669,0,0.9738307,1
1670,1,0.487451285,1
1671,0,0.911818683,1
1672,0,0.908563793,1
1673,0,0.744118273,1
1674,1,0.248220831,1
1675,1,0.348375797,1
1676,1,0.005429538,1
1677,1,0,1
1678,0,0.974660575,1
1679,1,0.186537176,1
1680,1,0.026012003,1
1681,0,0.997823954,1
1682,1,0.024555502,1
1683,0,0.540773273,1
1684,0,0.793066442,1
1685,0,0.688298047,1
1686,1,0.003823466,1
1687,0,0.729665101,1
1688,0,0.651324749,1
1689,0,0.613974571,1
1690,1,0.393122882,1
1691,0,0.896052241,1
1692,0,0.997548163,1
1693,1,0.318503767,1
1694,0,0.612362683,1
1695,0,0.67188251,1
1696,1,0.441340536,1
1697,1,0.342817277,1
1698,1,0,1
1699,0,0.713069379,1
1700,0,0.655803084,1
1701,0,0.527439654,1
1702,0,0.767152607,1
1703,0,0.876951814,1
1704,1,0.072955981,1
1705,1,0.48992005,1
1706,1,0.25897041,1
1707,0,0.58215034,1
1708,0,0.956491351,1
1709,1,0.059032641,1
1710,1,0.116845869,1
1711,0,0.936680079,1
1712,1,0.063318133,1
1713,1,0.000130297,1
1714,0,0.685042024,1
1715,0,0.802690446,1
1716,1,0.398621768,1
1717,1,0.274835765,1
1718,1,0.431667477,1
1719,1,0.419985235,1
1720,1,0.005012733,1
1721,0,0.998664498,1
1722,0,0.761926651,1
1723,1,0.114620686,1
1724,0,0.845345795,1
1725,0,0.999769151,1
1726,0,0.658492804,1
1727,0,0.542935967,1
1728,0,0.721185744,1
1729,0,0.709757805,1
1730,0,0.63743645,1
1731,0,0.917223036,1
1732,1,0.0296077,1
1733,0,0.852204859,1
1734,1,0.095716,1
1735,1,0.009195858,1
1736,0,0.81524545,1
1737,0,0.930337012,1
1738,0,0.567702532,1
1739,0,0.650033295,1
1740,1,0.279260367,1
1741,0,0.964928746,1
1742,0,0.584469676,1
1743,0,0.666944563,1
1744,0,0.892358601,1
1745,1,0.306025743,1
1746,0,0.710520566,1
1747,0,0.689112544,1
1748,1,0.140310958,1
1749,1,0.006952445,1
1750,1,0.00086942,1
1751,1,0.24246794,1
1752,0,0.985178173,1
1753,1,0.022317793,1
1754,0,0.926585257,1
1755,1,0.378954083,1
1756,1,0.433837622,1
1757,0,0.612227499,1
1758,0,0.791611552,1
1759,1,0.000290332,1
1760,1,0.006293074,1
1761,1,0.170966819,1
1762,0,0.689433455,1
1763,0,0.515370309,1
1764,0,0.634510398,1
1765,1,0.169388711,1
1766,1,0.018907357,1
1767,1,0,1
1768,1,0.013057701,1
1769,0,0.829364359,1
1770,1,0.085679993,1
1771,0,0.678999603,1
1772,1,0.014503689,1
1773,1,0.077387094,1
1774,1,0.030809933,1
1775,1,0.443173945,1
1776,1,0.011330215,1
1777,0,0.931589961,1
1778,1,0.345251411,1
1779,0,0.676181078,1
1780,0,0.637389719,1
1781,1,0.340095103,1
1782,1,0.075667463,1
1783,0,0.632063031,1
1784,1,0,1
1785,1,0.052372288,1
1786,1,0,1
1787,0,0.543253541,1
1788,1,0.073077329,1
1789,0,0.567472041,1
1790,1,0.234413162,1
1791,0,0.787612855,1
1792,0,0.754928648,1
1793,0,0.751542449,1
1794,0,0.855792105,1
1795,1,0,1
1796,0,0.855068266,1
1797,1,0.102853931,1
1798,0,0.999278367,1
1799,1,0.002291829,1
1800,1,0.210877389,1
1801,1,0.00239192,1
1802,1,0,1
1803,0,0.598929942,1
1804,1,0.001200747,1
1805,1,0.010379907,1
1806,1,0.38392505,1
1807,1,0,1
1808,1,0.034128707,1
1809,1,0.369594127,1
1810,1,0.320857465,1
1811,1,0.176128194,1
1812,1,0.002945195,1
1813,1,0.009941224,1
1814,1,0.007610013,1
1815,1,0.051206764,1
1816,1,0.405765563,1
1817,1,0.32010898,1
1818,1,0.327828825,1
1819,0,0.725490212,1
1820,1,0.499108583,1
1821,0,0.763493121,1
1822,1,0.071758211,1
1823,1,0.003404791,1
1824,0,0.82456094,1
1825,1,0.006834201,1
1826,0,0.961873472,1
1827,1,0,1
1828,0,0.80545193,1
1829,0,0.550121009,1
1830,0,0.814110041,1
1831,0,0.848690331,1
1832,1,0.004181541,1
1833,0,0.574000955,1
1834,1,0.406326324,1
1835,0,0.904317856,1
1836,1,0.000530346,1
1837,1,0.442937225,1
1838,0,0.70005554,1
1839,0,0.849739611,1
1840,1,0.34689036,1
1841,1,0.269919068,1
1842,1,0.076840065,1
1843,0,0.921483994,1
1844,1,0.013855436,1
1845,0,0.539080858,1
1846,1,0.41984123,1
1847,0,0.633383691,1
1848,1,0.181215361,1
1849,0,0.997055411,1
1850,1,0.000184106,1
1851,0,0.796733618,1
1852,0,0.678075314,1
1853,1,0.46029976,1
1854,0,0.934485674,1
1855,1,0.001156879,1
1856,1,0.476923674,1
1857,1,0.010266728,1
1858,0,0.715846539,1
1859,0,0.803856134,1
1860,1,0.164252892,1
1861,0,0.532677531,1
1862,0,0.954081297,1
1863,0,0.580142021,1
1864,0,0.981968462,1
1865,1,0.001649463,1
1866,0,0.694030344,1
1867,1,0.486383677,1
1868,1,0.425063968,1
1869,0,0.992990971,1
1870,1,0.257955998,1
1871,1,0.000773235,1
1872,0,0.824665189,1
1873,1,0.008039721,1
1874,0,0.90322262,1
1875,0,0.990361094,1
1876,0,0.803192139,1
1877,1,0.477077574,1
1878,1,0.300985873,1
1879,1,0,1
1880,0,0.705221832,1
1881,0,0.801752865,1
1882,0,0.779878497,1
1883,0,0.757953286,1
1884,1,0.029213298,1
1885,0,0.882344246,1
1886,0,0.673543632,1
1887,0,0.609346867,1
1888,1,0.248212665,1
1889,0,0.973853111,1
1890,0,0.942578554,1
1891,0,0.947602451,1
1892,1,0.028665202,1
1893,0,0.963523507,1
1894,1,2.29E-07,1
1895,1,0,1
1896,0,0.688933969,1
1897,1,0.154756352,1
1898,0,0.517651618,1
1899,0,0.583872497,1
1900,0,0.995395482,1
1901,1,0.35190767,1
1902,0,0.90710336,1
1903,0,0.698394895,1
1904,0,0.991388738,1
1905,1,0,1
1906,1,0,1
1907,0,0.600053787,1
1908,1,0.000952246,1
1909,1,0.346904635,1
1910,1,0.369092554,1
1911,0,0.995738268,1
1912,1,0.005879235,1
1913,1,0.253688365,1
1914,0,0.981445968,1
1915,0,0.70083344,1
1916,1,0.235531554,1
1917,1,0.402497172,1
1918,0,0.727766871,1
1919,1,0.046039265,1
1920,1,0.236313075,1
1921,0,0.522378981,1
1922,0,0.947106123,1
1923,0,0.99796617,1
1924,0,0.841944695,1
1925,1,0.434600949,1
1926,1,0.257734448,1
1927,0,0.897548556,1
1928,0,0.505481005,1
1929,0,0.983368099,1
1930,0,0.559936583,1
1931,0,0.621145785,1
1932,1,0,1
1933,0,0.564177513,1
1934,0,0.666852593,1
1935,1,0.165917784,1
1936,0,0.892396748,1
1937,1,0.210013136,1
1938,1,0.082564041,1
1939,0,0.824632943,1
1940,0,0.707034647,1
1941,1,0.227856383,1
1942,1,0.022169616,1
1943,1,0.024568483,1
1944,1,0.025609061,1
1945,1,0.01903786,1
1946,1,0.234691218,1
1947,0,0.517089844,1
1948,1,0.365041435,1
1949,1,0.000879646,1
1950,1,0.45417735,1
1951,0,0.971318662,1
1952,0,0.800115824,1
1953,1,0.021572778,1
1954,1,0.406321228,1
1955,0,0.701962173,1
1956,1,0.03538442,1
1957,1,0.002777119,1
1958,1,0.0031491,1
1959,0,0.527237833,1
1960,1,0.011536695,1
1961,1,0.014011991,1
1962,0,0.675022542,1
1963,0,0.917849243,1
1964,0,0.992679715,1
1965,1,0.228431046,1
1966,0,0.748860836,1
1967,1,0.001110009,1
1968,1,0.497693568,1
1969,1,0.192229062,1
1970,1,0.368393302,1
1971,1,0.293416351,1
1972,0,0.658397138,1
1973,1,0.311356932,1
1974,0,0.6696859,1
1975,1,0.342309147,1
1976,1,0.414597005,1
1977,1,0.001131791,1
1978,1,0.082902744,1
1979,0,0.677429199,1
1980,1,0.255561709,1
1981,0,0.995777011,1
1982,0,0.901507735,1
1983,0,0.622154295,1
1984,1,0.01300212,1
1985,1,0.253222078,1
1986,0,0.698090613,1
1987,0,0.704066575,1
1988,1,0.366968453,1
1989,1,0.000690452,1
1990,1,0.022899482,1
1991,0,0.52850157,1
1992,1,0.052373234,1
1993,0,0.690277576,1
1994,1,0.122544952,1
1995,0,0.897114396,1
1996,1,0.086947709,1
1997,1,0.214401811,1
1998,1,0.004759824,1
1999,0,0.545661926,1
2000,1,0.425435513,1
2001,1,0.027901273,1
2002,0,0.520743132,1
2003,0,0.988582492,1
2004,1,0.005773134,1
2005,0,0.79614538,1
2006,0,0.955638707,1
2007,0,0.75185132,1
2008,1,0.195254594,1
2009,0,0.831060648,1
2010,1,0.045494501,1
2011,1,0.096584909,1
2012,1,0.013313917,1
2013,0,0.751805186,1
2014,0,0.968146265,1
2015,1,0.369015694,1
2016,0,0.983627558,1
2017,0,0.656006992,1
2018,1,0.00583667,1
2019,0,0.649949968,1
2020,0,0.855391085,1
2021,0,0.962550461,1
2022,0,0.844560146,1
2023,0,0.943857193,1
2024,0,0.938925028,1
2025,0,0.999524951,1
2026,1,0.064538933,1
2027,0,0.996759713,1
2028,0,0.791713417,1
2029,1,0.445554495,1
2030,0,0.577336669,1
2031,1,0.42417255,1
2032,1,0.012302773,1
2033,0,0.963147581,1
2034,1,0.063159943,1
2035,0,0.596161544,1
2036,0,0.767688394,1
2037,0,0.784219384,1
2038,1,0.059424169,1
2039,0,0.726589084,1
2040,0,0.710081398,1
2041,0,0.777273417,1
2042,1,0.004445567,1
2043,0,0.76550585,1
2044,0,0.553893685,1
2045,1,0.404721081,1
2046,0,0.724971056,1
2047,0,0.915024221,1
2048,1,0.075594917,1
2049,0,0.769284487,1
2050,1,0.231985793,1
2051,1,0.272080064,1
2052,0,0.678234339,1
2053,0,0.5383026,1
2054,1,0.225126684,1
2055,1,0.451329559,1
2056,1,0.4821679,1
2057,1,0.000121448,1
2058,1,0.245397821,1
2059,1,0.138364434,1
2060,0,0.677021444,1
2061,0,0.709014833,1
2062,0,0.978364289,1
2063,0,0.953118563,1
2064,0,0.670590997,1
2065,1,0.17205064,1
2066,0,0.807691216,1
2067,1,0.132175952,1
2068,0,0.508289516,1
2069,0,0.999345005,1
2070,1,0.456703395,1
2071,1,0.217542976,1
2072,1,0.040589139,1
2073,1,0.356954783,1
2074,0,0.951798439,1
2075,0,0.991644323,1
2076,0,0.952899396,1
2077,1,0.328968465,1
2078,0,0.578139782,1
2079,0,0.995285094,1
2080,1,0.461128592,1
2081,0,0.998656154,1
2082,0,0.877428234,1
2083,0,0.994006991,1
2084,0,0.682479262,1
2085,1,0.358189911,1
2086,0,0.995702207,1
2087,0,0.653450906,1
2088,0,0.556167722,1
2089,0,0.881284237,1
2090,0,0.999994636,1
2091,0,0.641390324,1
2092,0,0.964321971,1
2093,0,0.56725198,1
2094,0,0.998204231,1
2095,1,0.214976162,1
2096,0,0.51141423,1
2097,0,0.997270286,1
2098,0,0.946790993,1
2099,0,0.772115529,1
2100,1,0.493023127,1
2101,0,0.956103265,1
2102,0,0.792272687,1
2103,0,0.79009223,1
2104,0,0.751783907,1
2105,0,0.831179619,1
2106,1,0.413041919,1
2107,1,0.010347706,1
2108,1,0.326077759,1
2109,1,0.353797019,1
2110,0,0.774629891,1
2111,0,0.960478485,1
2112,0,0.999488354,1
2113,1,0,1
2114,0,0.989452958,1
2115,0,0.943961442,1
2116,0,0.576836467,1
2117,0,0.614194453,1
2118,1,0.125874907,1
2119,1,0.448465914,1
2120,0,0.990462601,1
2121,0,0.951424181,1
2122,1,0.309230238,1
2123,0,0.608941376,1
2124,0,0.979214311,1
2125,0,0.684418142,1
2126,1,0.485670179,1
2127,0,0.988813579,1
2128,0,0.973440945,1
2129,0,0.757429004,1
2130,0,0.999823749,1
2131,0,0.96667707,1
2132,1,0.018994449,1
2133,0,0.559413195,1
2134,0,0.653735697,1
2135,1,0.322944969,1
2136,0,0.716188192,1
2137,1,0.047486398,1
2138,0,0.979365468,1
2139,0,0.893549025,1
2140,0,0.786970437,1
2141,0,0.631796896,1
2142,0,0.694304526,1
2143,1,0.03399241,1
2144,0,0.652733743,1
2145,0,0.990098655,1
2146,0,0.653398037,1
2147,1,0.371197611,1
2148,0,0.684835076,1
2149,0,0.585198641,1
2150,1,0.321462095,1
2151,0,0.956181824,1
2152,0,0.699655414,1
2153,1,0.004708383,1
2154,1,0.016391283,1
2155,0,0.936283231,1
2156,1,0.100686401,1
2157,0,0.5240134,1
2158,0,0.98767221,1
2159,1,0.247410223,1
2160,1,0.218916506,1
2161,1,0,1
2162,0,0.631048679,1
2163,0,0.688213289,1
2164,0,0.811619699,1
2165,0,0.631767809,1
2166,1,0.002379337,1
2167,1,0.095127262,1
2168,1,0.129374802,1
2169,0,0.999491453,1
2170,1,0.466145396,1
2171,0,0.967843711,1
2172,1,0.229311317,1
2173,1,0.000287871,1
2174,1,0.063025773,1
2175,0,0.991761684,1
2176,1,0,1
2177,1,0.071859919,1
2178,0,0.587209821,1
2179,0,0.998262107,1
2180,1,0.029000821,1
2181,1,4.54E-05,1
2182,0,0.9195683,1
2183,1,0.351378888,1
2184,1,0.33382678,1
2185,1,0.108919501,1
2186,1,0.001608482,1
2187,1,0.448163986,1
2188,1,0.029107573,1
2189,1,0.445895225,1
2190,0,0.746934295,1
2191,0,0.91178304,1
2192,1,0.245982125,1
2193,1,0.126612127,1
2194,1,0,1
2195,1,0.174381718,1
2196,1,0,1
2197,1,0.044674028,1
2198,1,0.052794177,1
2199,0,0.541434646,1
2200,0,0.527716339,1
2201,0,0.950212717,1
2202,0,0.682035029,1
2203,1,0.030037366,1
2204,0,0.556491375,1
2205,0,0.615256071,1
2206,0,0.867414415,1
